Problem Description,Python Code,Source,Description Error,Error Label,Problem Augmented,Description Augmented
Prompt user for positive numbers until 5 are entered,def count_positives_buggy():\n    count = 0\n    while count < 5:\n        num = int(input('Enter positive number: '))\n        if num > 0:\n            # missing count += 1\n            pass\n    print('Five positives entered'),"Input accumulation/counting error, basic programming tutorials",counter never incremented,2,ask the user for positive numbers repeatedly until five have been received,"def count_positives_buggy():
    cnt = 0
    while 5 > cnt:
        value = int(input('Enter positive number: '))
        if value > 0:
            pass
    print('Five positives entered')"
Prompt user for positive numbers until 5 are entered,def count_positives_buggy():\n    count = 0\n    while count < 5:\n        num = int(input('Enter positive number: '))\n        if num > 0:\n            # missing count += 1\n            pass\n    print('Five positives entered'),"Input accumulation/counting error, basic programming tutorials",counter never incremented,2,ask the user for positive numbers repeatedly until five have been received,"def count_positives_buggy():
    i = 0
    while i != 5:
        number = int(input('Enter positive number: '))
        if number > 0:
            pass
    print('Five positives entered')"
Prompt user for positive numbers until 5 are entered,def count_positives_buggy():\n    count = 0\n    while count < 5:\n        num = int(input('Enter positive number: '))\n        if num > 0:\n            # missing count += 1\n            pass\n    print('Five positives entered'),"Input accumulation/counting error, basic programming tutorials",counter never incremented,2,ask the user for positive numbers repeatedly until five have been received,"def count_positives_buggy():
    positive_count = 0
    while positive_count < 5:
        entered = int(input('Enter positive number: '))
        if entered >= 1:
            pass
    print('Five positives entered')"
Prompt user for positive numbers until 5 are entered,def count_positives_buggy():\n    count = 0\n    while count < 5:\n        num = int(input('Enter positive number: '))\n        if num > 0:\n            # missing count += 1\n            pass\n    print('Five positives entered'),"Input accumulation/counting error, basic programming tutorials",counter never incremented,2,keep requesting positive numbers from the user until five numbers have been input,"def count_positives_buggy():
    count = 0
    while not count == 5:
        num = int(input('Enter positive number: '))
        if 0 < num:
            pass
    print('Five positives entered')"
Prompt user for positive numbers until 5 are entered,def count_positives_buggy():\n    count = 0\n    while count < 5:\n        num = int(input('Enter positive number: '))\n        if num > 0:\n            # missing count += 1\n            pass\n    print('Five positives entered'),"Input accumulation/counting error, basic programming tutorials",counter never incremented,2,keep requesting positive numbers from the user until five numbers have been input,"def count_positives_buggy():
    c = 0
    while c <= 4:
        n = int(input('Enter positive number: '))
        if n > 0:
            pass
    print('Five positives entered')"
Prompt user for positive numbers until 5 are entered,def count_positives_buggy():\n    count = 0\n    while count < 5:\n        num = int(input('Enter positive number: '))\n        if num > 0:\n            # missing count += 1\n            pass\n    print('Five positives entered'),"Input accumulation/counting error, basic programming tutorials",counter never incremented,2,keep requesting positive numbers from the user until five numbers have been input,"def count_positives_buggy():
    cnt = 0
    while 5 > cnt:
        value = int(input('Enter positive number: '))
        if value > 0:
            pass
    print('Five positives entered')"
Prompt user for positive numbers until 5 are entered,def count_positives_buggy():\n    count = 0\n    while count < 5:\n        num = int(input('Enter positive number: '))\n        if num > 0:\n            # missing count += 1\n            pass\n    print('Five positives entered'),"Input accumulation/counting error, basic programming tutorials",counter never incremented,2,keep requesting positive numbers from the user until five numbers have been input,"def count_positives_buggy():
    i = 0
    while i != 5:
        number = int(input('Enter positive number: '))
        if number > 0:
            pass
    print('Five positives entered')"
Prompt user for positive numbers until 5 are entered,def count_positives_buggy():\n    count = 0\n    while count < 5:\n        num = int(input('Enter positive number: '))\n        if num > 0:\n            # missing count += 1\n            pass\n    print('Five positives entered'),"Input accumulation/counting error, basic programming tutorials",counter never incremented,2,keep requesting positive numbers from the user until five numbers have been input,"def count_positives_buggy():
    positive_count = 0
    while positive_count < 5:
        entered = int(input('Enter positive number: '))
        if entered >= 1:
            pass
    print('Five positives entered')"
Sum multiples of 4 between 1 and n,def sum_mult_4_buggy(n):\n    i = 1\n    while i <= n:\n        sum = 0\n        if i % 4 == 0:\n            sum += i\n        i += 1\n    return sum,"Sum variable scope bug, inspired by sum/accumulation patterns",sum variable is reset inside the loop,2,Add all numbers divisible by 4 from 1 to n,"def sum_mult_4_buggy(n):
    i = 1
    total = 0
    while not (i > n):
        if not (i & 3):
            total = total + i
        i = i + 1
    return total"
Sum multiples of 4 between 1 and n,def sum_mult_4_buggy(n):\n    i = 1\n    while i <= n:\n        sum = 0\n        if i % 4 == 0:\n            sum += i\n        i += 1\n    return sum,"Sum variable scope bug, inspired by sum/accumulation patterns",sum variable is reset inside the loop,2,calculate the total of numbers that are multiples of 4 between 1 and n,"def sum_mult_4_buggy(n):
    i = 1
    total = 0
    while not (i > n):
        if not (i & 3):
            total = total + i
        i = i + 1
    return total"
Sum multiples of 4 between 1 and n,def sum_mult_4_buggy(n):\n    i = 1\n    while i <= n:\n        sum = 0\n        if i % 4 == 0:\n            sum += i\n        i += 1\n    return sum,"Sum variable scope bug, inspired by sum/accumulation patterns",sum variable is reset inside the loop,2,find the sum of every 4th number up to n,"def sum_mult_4_buggy(n):
    i = 1
    total = 0
    while not (i > n):
        if not (i & 3):
            total = total + i
        i = i + 1
    return total"
Sum multiples of 4 between 1 and n,def sum_mult_4_buggy(n):\n    i = 1\n    while i <= n:\n        sum = 0\n        if i % 4 == 0:\n            sum += i\n        i += 1\n    return sum,"Sum variable scope bug, inspired by sum/accumulation patterns",sum variable is reset inside the loop,2,compute the sum of integers between 1 and n that are divisible by 4,"def sum_mult_4_buggy(n):
    i = 1
    total = 0
    while not (i > n):
        if not (i & 3):
            total = total + i
        i = i + 1
    return total"
Sum multiples of 4 between 1 and n,def sum_mult_4_buggy(n):\n    i = 1\n    while i <= n:\n        sum = 0\n        if i % 4 == 0:\n            sum += i\n        i += 1\n    return sum,"Sum variable scope bug, inspired by sum/accumulation patterns",sum variable is reset inside the loop,2,determine the total sum of multiples of four from 1 to n,"def sum_mult_4_buggy(n):
    i = 1
    total = 0
    while not (i > n):
        if not (i & 3):
            total = total + i
        i = i + 1
    return total"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,Calculate the factorial of n,"def buggy_factorial():
    while 0 < n:
        print(n)
        n = n - 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,Calculate the factorial of n,"def buggy_factorial():
    while n != 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,Calculate the factorial of n,"def buggy_factorial():
    while not n <= 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,Calculate the factorial of n,"def buggy_factorial():
    while n:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,Calculate the factorial of n,"def buggy_factorial():
    while n > 0:
        n -= 1
        print(n + 1)"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,display n factorial,"def buggy_factorial():
    while 0 < n:
        print(n)
        n = n - 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,display n factorial,"def buggy_factorial():
    while n != 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,display n factorial,"def buggy_factorial():
    while not n <= 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,display n factorial,"def buggy_factorial():
    while n:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,display n factorial,"def buggy_factorial():
    while n > 0:
        n -= 1
        print(n + 1)"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,output the factorial for n,"def buggy_factorial():
    while 0 < n:
        print(n)
        n = n - 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,output the factorial for n,"def buggy_factorial():
    while n != 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,output the factorial for n,"def buggy_factorial():
    while not n <= 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,output the factorial for n,"def buggy_factorial():
    while n:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,output the factorial for n,"def buggy_factorial():
    while n > 0:
        n -= 1
        print(n + 1)"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,show the factorial of n,"def buggy_factorial():
    while 0 < n:
        print(n)
        n = n - 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,show the factorial of n,"def buggy_factorial():
    while n != 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,show the factorial of n,"def buggy_factorial():
    while not n <= 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,show the factorial of n,"def buggy_factorial():
    while n:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,show the factorial of n,"def buggy_factorial():
    while n > 0:
        n -= 1
        print(n + 1)"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,print the value of n factorial,"def buggy_factorial():
    while 0 < n:
        print(n)
        n = n - 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,print the value of n factorial,"def buggy_factorial():
    while n != 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,print the value of n factorial,"def buggy_factorial():
    while not n <= 0:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,print the value of n factorial,"def buggy_factorial():
    while n:
        print(n)
        n -= 1"
Print the factorial of n,def buggy_factorial():\n    while n > 0:\n        print(n)\n        n -= 1,"Initialization errors are a classic mistake (CodeNet, basic programming tasks)",n is not initialized before the while loop,0,print the value of n factorial,"def buggy_factorial():
    while n > 0:
        n -= 1
        print(n + 1)"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,Invert a list,"def buggy_reverse(lst):
    i = len(lst) - 1
    while i >= 0:
        print(lst[i])
        i -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,Invert a list,"def buggy_reverse(lst):
    j = len(lst) - 1
    while not (j < 0):
        print(lst[j])
        j = j - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,Invert a list,"def buggy_reverse(lst):
    idx = len(lst) - 1
    while idx != -1:
        print(lst[idx])
        idx -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,Invert a list,"def buggy_reverse(lst):
    end = len(lst) - 1
    while end >= 0:
        print(lst[end])
        end = end + (-1)"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,Invert a list,"def buggy_reverse(lst):
    pointer = len(lst) - 1
    while pointer > -1:
        print(lst[pointer])
        pointer = pointer - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,flip a list backwards,"def buggy_reverse(lst):
    i = len(lst) - 1
    while i >= 0:
        print(lst[i])
        i -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,flip a list backwards,"def buggy_reverse(lst):
    j = len(lst) - 1
    while not (j < 0):
        print(lst[j])
        j = j - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,flip a list backwards,"def buggy_reverse(lst):
    idx = len(lst) - 1
    while idx != -1:
        print(lst[idx])
        idx -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,flip a list backwards,"def buggy_reverse(lst):
    end = len(lst) - 1
    while end >= 0:
        print(lst[end])
        end = end + (-1)"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,flip a list backwards,"def buggy_reverse(lst):
    pointer = len(lst) - 1
    while pointer > -1:
        print(lst[pointer])
        pointer = pointer - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,reverse the order of a list,"def buggy_reverse(lst):
    i = len(lst) - 1
    while i >= 0:
        print(lst[i])
        i -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,reverse the order of a list,"def buggy_reverse(lst):
    j = len(lst) - 1
    while not (j < 0):
        print(lst[j])
        j = j - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,reverse the order of a list,"def buggy_reverse(lst):
    idx = len(lst) - 1
    while idx != -1:
        print(lst[idx])
        idx -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,reverse the order of a list,"def buggy_reverse(lst):
    end = len(lst) - 1
    while end >= 0:
        print(lst[end])
        end = end + (-1)"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,reverse the order of a list,"def buggy_reverse(lst):
    pointer = len(lst) - 1
    while pointer > -1:
        print(lst[pointer])
        pointer = pointer - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,turn a list around,"def buggy_reverse(lst):
    i = len(lst) - 1
    while i >= 0:
        print(lst[i])
        i -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,turn a list around,"def buggy_reverse(lst):
    j = len(lst) - 1
    while not (j < 0):
        print(lst[j])
        j = j - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,turn a list around,"def buggy_reverse(lst):
    idx = len(lst) - 1
    while idx != -1:
        print(lst[idx])
        idx -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,turn a list around,"def buggy_reverse(lst):
    end = len(lst) - 1
    while end >= 0:
        print(lst[end])
        end = end + (-1)"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,turn a list around,"def buggy_reverse(lst):
    pointer = len(lst) - 1
    while pointer > -1:
        print(lst[pointer])
        pointer = pointer - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,arrange a list in reverse,"def buggy_reverse(lst):
    i = len(lst) - 1
    while i >= 0:
        print(lst[i])
        i -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,arrange a list in reverse,"def buggy_reverse(lst):
    j = len(lst) - 1
    while not (j < 0):
        print(lst[j])
        j = j - 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,arrange a list in reverse,"def buggy_reverse(lst):
    idx = len(lst) - 1
    while idx != -1:
        print(lst[idx])
        idx -= 1"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,arrange a list in reverse,"def buggy_reverse(lst):
    end = len(lst) - 1
    while end >= 0:
        print(lst[end])
        end = end + (-1)"
Reverse a list,def buggy_reverse(lst):\n    # missing i = len(lst) - 1\n    while j >= 0:\n        print(lst[j])\n        j -= 1,"Initialization and condition errors, common in introductory coding (Codeforces, basic exercises)",missing initialization and undefined variable in condition,3,arrange a list in reverse,"def buggy_reverse(lst):
    pointer = len(lst) - 1
    while pointer > -1:
        print(lst[pointer])
        pointer = pointer - 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,Display numbers starting from a up to b,"def buggy_print_range(b):
    a = 1
    while a <= b:
        print(a)
        a = a + 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,Display numbers starting from a up to b,"def buggy_print_range(b):
    a = 1
    while not (a > b):
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,Display numbers starting from a up to b,"def buggy_print_range(b):
    a = 1
    while b >= a:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,Display numbers starting from a up to b,"def buggy_print_range(b):
    a = 1
    while a - b <= 0:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,Display numbers starting from a up to b,"def buggy_print_range(b):
    a = 1
    while True:
        if a > b:
            break
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,output numbers between a and b,"def buggy_print_range(b):
    a = 1
    while a <= b:
        print(a)
        a = a + 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,output numbers between a and b,"def buggy_print_range(b):
    a = 1
    while not (a > b):
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,output numbers between a and b,"def buggy_print_range(b):
    a = 1
    while b >= a:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,output numbers between a and b,"def buggy_print_range(b):
    a = 1
    while a - b <= 0:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,output numbers between a and b,"def buggy_print_range(b):
    a = 1
    while True:
        if a > b:
            break
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,show values from a to b,"def buggy_print_range(b):
    a = 1
    while a <= b:
        print(a)
        a = a + 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,show values from a to b,"def buggy_print_range(b):
    a = 1
    while not (a > b):
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,show values from a to b,"def buggy_print_range(b):
    a = 1
    while b >= a:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,show values from a to b,"def buggy_print_range(b):
    a = 1
    while a - b <= 0:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,show values from a to b,"def buggy_print_range(b):
    a = 1
    while True:
        if a > b:
            break
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,list numbers ranging from a to b,"def buggy_print_range(b):
    a = 1
    while a <= b:
        print(a)
        a = a + 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,list numbers ranging from a to b,"def buggy_print_range(b):
    a = 1
    while not (a > b):
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,list numbers ranging from a to b,"def buggy_print_range(b):
    a = 1
    while b >= a:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,list numbers ranging from a to b,"def buggy_print_range(b):
    a = 1
    while a - b <= 0:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,list numbers ranging from a to b,"def buggy_print_range(b):
    a = 1
    while True:
        if a > b:
            break
        print(a)
        a += 1"
